aau_name;kilde;artikel_id;url;UDD5;UDD5tx;Titel;Educational_Category;displaydocclass;kaldenavn;instpostdistriktconcat;instbelkomconcat;hovedinst;hovedinsttx;instpostnr;instpostdistrikt;instkommunetx;instkommune;insttx;inst;timetal_WithFewStudents;timetal_WithManyStudents;timetal_PerStudent;timetal_statusaar;uddaktivitet_undervisning_pct;uddaktivitet_praktik_pct;uddaktivitet_opgaver_pct;uddaktivitet_udlandsophold_pct;uddaktivitet_statusaar;forskerdaekning_VipLessons_pct;forskerdaekning_DVipLessons_pct;forskerdaekning_OtherLessons_pct;forskerdaekning_statusaar;maanedloenp25_nyudd;maanedloen_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_n;maanedloen_nyudd_statusaar;ledighed_nyudd;ledighed_nyudd_statusaar;ledighed_nyudd_n;studietid;studietidtx;studietid_n;studietid_statusaar;afbrud;afbrud_statusaar;afbrud_n;branchetxt1;branchetxt2;branchetxt3;branchetxt4;branchepct1;branchepct2;branchepct3;branchepct4;offt_privat;branche_statusaar;branche_n;maanedloenp25_10aar;maanedloen_10aar;maanedloenp75_10aar;maanedloen_10aar_n;maanedloen_10aar_statusaar;ledighed_10aar;ledighed_10aar_statusaar;ledighed_10aar_n;ivaerksaetteri;ivaerksaetteri_statusaar;ivaerksaetteri_n;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdsform_faste_aften_nat_pct;arbejdsform_fastedagtimer_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_n;arbejdsform_statusaar;arbejdstid_timer;arbejdstid_n;arbejdstid_statusaar;dimbesvarelser_antal;dimbesvarelser_pct;fagligmiljo_likert;fagligmiljo_n;fagligmiljo_statusaar;fagligtmotivation_likert;fagligtmotivation_n;fagligtmotivation_statusaar;foerstejob1pct;foerstejob2pct;foerstejob3pct;foerstejob4pct;foerstejob1tx;foerstejob2tx;foerstejob3tx;foerstejob4tx;foerstejob_n;foerstejob_statusaar;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;jobskabende_n;jobskabende_statusaar;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;kompetencerudd_n;kompetencerudd_statusaar;kvalitet_likert;kvalitet_n;kvalitet_statusaar;medstuderende_likert;medstuderende_n;medstuderende_statusaar;relevans_overens_udd_job_likert;relevans_overens_udd_job_n;rel_over_udd_job_statusaar;ruster_til_job_likert;ruster_til_job_n;ruster_til_job_statusaar;socialtmiljo_likert;socialtmiljo_n;socialtmiljo_statusaar;socialtmotivation_likert;socialtmotivation_n;socialtmotivation_statusaar;studbesvarelser_antal;studbesvarelser_pct;tidsforbrug_frivilligtxt;tidsforbrug_selvstudiumtxt;tidsforbrug_studiejobtxt;tidsforbrug_undervisningtxt;tidsforbrug_n;tidsforbrug_statusaar;udbytte_undervisning_likert;udbytte_undervisning_n;udb_undervisning_statusaar;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;udlandet_n;udlandet_statusaar;undervisere_engagerede_likert;undervisere_engagerede_n;und_engagerede_statusaar;undervisere_faglighed_likert;undervisere_faglighed_n;und_faglighed_statusaar;undervisere_feedback_likert;undervisere_feedback_n;und_feedback_statusaar;undervisere_formidling_likert;undervisere_formidling_n;und_formidling_statusaar;undervisere_kontakt_likert;undervisere_kontakt_n;und_kontakt_statusaar;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;undervisningsform_n;undervisningsform_statusaar
Erhvervsøkonomi-jura, HA (jur.);bach_samf;udb2-samferhvervsoekjur;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/erhvervsoekonomi/erhvervsoekonomi-og-erhvervsjura;56510;HA erhvervsret, bach.;Erhvervsøkonomi og erhvervsjura;Universitetsuddannelser;Bacheloruddannelse;Erhvervsøkonomi og erhvervsret,Erhvervsøkonomi og jura,Erhvervsøkonomi-erhvervsret,Erhvervsøkonomi-jura,Erhvervsøkonomi-jura,HA (jur.);Frederiksberg,Aarhus C,Odense M,Aarhus C,Odense M,Aalborg;147,751,461,751,461,851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;4,33;144;0,83;E2015/F2016;94,44;0;5,56;0;E2015/F2016;50,61;36,32;13,07;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 0 måneder;148;2013-2015;19;2013-2015;408;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,88;75;2016/2017;3,63;75;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,25;65;2016/2017;3,6;72;2016/2017;;;Ingen data;;;Ingen data;4,11;75;2016/2017;4,23;75;2016/2017;87;26;2;32;8;24;65;2016/2017;3,89;73;2016/2017;;;;;Ingen data;4,22;74;2016/2017;4,49;74;2016/2017;3,53;73;2016/2017;3,82;74;2016/2017;3,85;67;2016/2017;Forelæsninger;Selvstudie;Klasseundervisning;Projektarbejde;Gruppearbejde;55;2016/2017
Erhvervsøkonomi, HA;bach_samf;udb2-samfalmenerhvervsoeko;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/erhvervsoekonomi/erhvervsoekonomi-ha;57000,57180,33040;HA erhvervsøkonomi, bach.;Erhvervsøkonomi, HA;Universitetsuddannelser;Bacheloruddannelse;Business Administration;Aalborg,Herning,Esbjerg,Kolding,Roskilde,Frederiksberg,Slagelse,Odense M,Sønderborg,Aarhus C,Aarhus C;851,657,561,621,265,147,330,461,540,751,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;13,33;101;9,17;E2015/F2016;75;13,89;11,11;0;E2015/F2016;67,58;26,72;5,7;E2015/F2016;;;;;Ingen data;;Ingen data;;2;2 år og 4 måneder;631;2013-2015;12;2013-2015;1129;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,66;182;2016/2017;3,56;179;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,76;156;2016/2017;3,23;179;2016/2017;;;Ingen data;;;Ingen data;3,7;178;2016/2017;3,89;181;2016/2017;226;21;2;32;10;24;160;2016/2017;3,64;180;2016/2017;;;;;Ingen data;4,09;180;2016/2017;4,21;178;2016/2017;3,23;172;2016/2017;3,44;180;2016/2017;3,73;173;2016/2017;Projektarbejde;Forelæsninger;Selvstudie;Gruppearbejde;Faglig vejledning fra din underviser;152;2016/2017
Fysik;bach_nat;udb2-natvidfysik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/fysik;81370;Fysik,bach.;Fysik;Universitetsuddannelser;Bacheloruddannelse;Fysiker,Physics,Physics;Aalborg,Roskilde,Odense M,Aarhus C,København K;851,265,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;112,67;52;28,5;E2015/F2016;91,67;0;8,33;0;E2015/F2016;95,01;3,98;1,02;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 1 måneder;13;2013-2015;20;2013-2015;46;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,12;17;2016/2017;3,94;16;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,25;16;2016/2017;4,44;16;2016/2017;;;Ingen data;;;Ingen data;3,76;17;2016/2017;4,29;17;2016/2017;18;36;1;31;1;28;16;2016/2017;4;16;2016/2017;;;;;Ingen data;4,25;16;2016/2017;4,56;16;2016/2017;4;15;2016/2017;3,69;16;2016/2017;4,19;16;2016/2017;Forelæsninger;Projektarbejde;Gruppearbejde;Selvstudie;Øvelsestimer;17;2016/2017
Geografi;bach_nat;udb2-natvidgeografi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/biologigeografigeologimv/geografi;81860,81800,81870,81880;Geografi,bach.;Geografi;Universitetsuddannelser;Bacheloruddannelse;Geografi og geoinformatik,Geografi og geoinformatik;Aalborg,København K,Roskilde,København K;851,101,265,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;156;0;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;92,29;7,71;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;3 år og 1 måneder;44;2013-2015;14;2013-2015;88;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Globale Forretningssystemer;bach_tek;udb2-civeksport;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/globale-forretningssystemer;79300,4801;Ingeniør una,bach.;Globale forretningssystemer;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;156;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;98,77;1,23;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;664;2013-2015;39;2013-2015;405;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,94;54;2016/2017;3,76;54;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,12;50;2016/2017;3,52;52;2016/2017;;;Ingen data;;;Ingen data;4,04;54;2016/2017;4;54;2016/2017;61;48;7;21;5;28;50;2016/2017;3,96;53;2016/2017;;;;;Ingen data;3,83;53;2016/2017;4,26;53;2016/2017;3,36;53;2016/2017;3,47;53;2016/2017;3,91;53;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;49;2016/2017
Historie;bach_hum;udb2-humhistorie;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/oevrigehumaniora/historie;65340;Historie,bach.;Historie;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,København K,Roskilde,Odense M,Aarhus C,København K;851,101,265,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;80,6;1,6;E2015/F2016;70;0;30;0;E2015/F2016;90,02;9,98;0;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 9 måneder;112;2013-2015;16;2013-2015;249;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Idræt;bach_nat;udb2-natvididraet;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/oevrigenaturvidenskab/idraet;82530;Idræt/Idræt og sundhed,bach.;Idræt;Universitetsuddannelser;Bacheloruddannelse;Humanistisk-samfundsvidenskabelig idrætsvidenskab,Idræt og sundhed,Idræt og sundhed;Aalborg,København K,Odense M,Aarhus C,København K;851,101,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;43,83;110,5;32,17;E2015/F2016;88,89;0;11,11;0;E2015/F2016;84,94;13,05;2;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 11 måneder;305;2013-2015;14;2013-2015;487;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Informatik;bach_nat;udb2-natvidinformatik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/informatik;81320,8105;"Naturvidenskab,bach.; Informatik, bach.";Informatik;Universitetsuddannelser;Bacheloruddannelse;Informatics;Aalborg,Roskilde;851,265;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;43,33;112,67;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;92,11;5,7;2,19;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;51;2013-2015;38;2013-2015;76;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,41;17;2016/2017;3,47;17;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,87;15;2016/2017;3,35;17;2016/2017;;;Ingen data;;;Ingen data;4,06;17;2016/2017;4;17;2016/2017;22;39;1;28;6;17;16;2016/2017;3,65;17;2016/2017;;;;;Ingen data;4,18;17;2016/2017;4,18;17;2016/2017;3,59;17;2016/2017;3,82;17;2016/2017;3,94;17;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;16;2016/2017
Informationsteknologi;bach_nat;udb2-natvidinformationstekn;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/informationsteknologi;81000;Informationsteknologi,ing.bach.;Informationsteknologi;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;8,67;147,33;30,33;E2015/F2016;91,67;0;8,33;0;E2015/F2016;90,53;7,27;2,19;E2015/F2016;;;;;Ingen data;;Ingen data;;2;1 år og 11 måneder;25;2013-2015;13;2013-2015;87;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,69;49;2016/2017;3,61;49;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,69;48;2016/2017;2,92;49;2016/2017;;;Ingen data;;;Ingen data;3,65;49;2016/2017;3,82;49;2016/2017;59;43;2;25;9;20;48;2016/2017;3,71;48;2016/2017;;;;;Ingen data;4;49;2016/2017;4,22;49;2016/2017;3,31;49;2016/2017;3,45;49;2016/2017;3,81;47;2016/2017;Forelæsninger;Projektarbejde;Gruppearbejde;Selvstudie;Faglig vejledning fra din underviser;47;2016/2017
Innovation og Digitalisering;bach_samf;udb2-samfoffentliginnovation;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/oevrigesamfundsvidenskab/innovation-og-digitalisering;71370;Offentlig innovation og digitalisering, bach.;Innovation og digitalisering;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;100,5;0;15;E2015/F2016;100;0;0;0;E2015/F2016;71,86;28,14;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;;Ingen data;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Interaktionsdesign;bach_nat;udb2-natvidinteraktion;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/oevrigenaturvidenskab/interaktionsdesign;60170;Interaktionsdesign, bach.;Interaktionsdesign;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;26;130;37;E2015/F2016;100;0;0;0;E2015/F2016;93,26;6,74;0;E2015/F2016;;;;;Ingen data;;Ingen data;;;;;Ingen data;5;2013-2015;41;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;4,34;32;2016/2017;4,16;32;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,33;27;2016/2017;3,77;31;2016/2017;;;Ingen data;;;Ingen data;4,06;32;2016/2017;4,06;32;2016/2017;44;34;2;32;5;30;27;2016/2017;3,97;32;2016/2017;;;;;Ingen data;4,31;32;2016/2017;4,38;32;2016/2017;4;32;2016/2017;3,91;32;2016/2017;4,35;31;2016/2017;Projektarbejde;Gruppearbejde;Forelæsninger;Selvstudie;Faglig vejledning fra din underviser;27;2016/2017
International Virksomhedskommunikation i Engelsk;bach_hum;udb3-humintvirkengelsk;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/erhvervssprog/international-virksomhedskommunikation-i-engelsk;59500,59900,59910,59930,59920,59330,59380,60460,59720,59730,59740,66180;Kommunikation, bach.;International virksomhedskommunikation i engelsk;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,Aarhus C,Odense M,Slagelse,Kolding;851,751,461,330,621;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;0;90,9;26,3;E2015/F2016;75;0;8,33;16,67;E2015/F2016;90,78;8,76;0,46;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;305;2013-2015;22;2013-2015;679;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,95;110;2016/2017;3,65;108;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,63;98;2016/2017;3,36;107;2016/2017;;;Ingen data;;;Ingen data;3,77;110;2016/2017;3,94;110;2016/2017;134;26;3;29;7;21;97;2016/2017;3,89;109;2016/2017;;;;;Ingen data;4,2;109;2016/2017;4,15;109;2016/2017;3,61;108;2016/2017;3,65;109;2016/2017;4,07;105;2016/2017;Selvstudie;Projektarbejde;Forelæsninger;Klasseundervisning;Gruppearbejde;98;2016/2017
International Virksomhedskommunikation i Spansk;bach_hum;udb3-humintvirkspansk;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/erhvervssprog/international-virksomhedskommunikation-i-spansk;59500,59900,59910,59930,59350,59370,60450;Kommunikation, bach.;International virksomhedskommunikation i spansk;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,Aarhus C,Odense M;851,751,461;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;44,2;52;27,6;E2015/F2016;75;0;8,33;16,67;E2015/F2016;44,27;55,57;0,15;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;175;2013-2015;;Ingen data;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,67;15;2016/2017;3,6;15;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,27;11;2016/2017;3,27;15;2016/2017;;;Ingen data;;;Ingen data;3,73;15;2016/2017;3,73;15;2016/2017;16;36;1;26;11;24;11;2016/2017;3,6;15;2016/2017;;;;;Ingen data;4,2;15;2016/2017;4,33;15;2016/2017;3,93;15;2016/2017;3,93;15;2016/2017;4,07;15;2016/2017;Klasseundervisning;Selvstudie;Projektarbejde;Gruppearbejde;Forelæsninger;13;2016/2017
International Virksomhedskommunikation i Tysk;bach_hum;udb3-humintvirktysk;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/humanistiskebacheloruddannelser/erhvervssprog/international-virksomhedskommunikation-i-tysk;59500,59900,59910,59930,59360,59320,60480;Kommunikaiton, bach;International virksomhedskommunikation i tysk;Universitetsuddannelser;Bacheloruddannelse;;Aalborg,Aarhus C,Odense M;851,751,461;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;44,2;52;27,6;E2015/F2016;75;0;8,33;16,67;E2015/F2016;64,86;34,98;0,15;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;170;2013-2015;;Ingen data;;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
Internetteknologier og computersystemer;bach_tek;udb2-civdatateknik;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/internetteknologier-og-computersystemer;79090;Internetteknologier-computersystemer,ing.bach.;Internetteknologier og computersystemer;Universitetsuddannelser;Bacheloruddannelse;;Aalborg;851;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;;;;Ingen data;;;;;Ingen data;;;;Ingen data;;;;;Ingen data;;Ingen data;;3;2 år og 8 måneder;11;2013-2015;7;2013-2015;27;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
IT, Communication and New Media;bach_tek;udb2-civitkommogmedietek;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/it-kommunikations-og-medieteknologi;79420;IT, kommunikation og medieteknologi,bach.;It, kommunikations- og medieteknologi;Universitetsuddannelser;Bacheloruddannelse;Communication and New Media (ITCOM),IT;København SV;101;851446;Aalborg Universitet;2450;København SV;Københavns Kommune;101;Aalborg Universitet - København SV;151413;43,33;104;30,33;E2015/F2016;88,89;0;11,11;0;E2015/F2016;85,31;12,04;2,65;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 11 måneder;42;2013-2015;15;2013-2015;134;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,87;52;2016/2017;3,27;51;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;3,93;46;2016/2017;3,22;51;2016/2017;;;Ingen data;;;Ingen data;3,63;51;2016/2017;4,04;52;2016/2017;59;44;3;26;11;22;47;2016/2017;3,73;51;2016/2017;;;;;Ingen data;4,2;51;2016/2017;4,12;51;2016/2017;3,76;51;2016/2017;3,61;51;2016/2017;4,02;51;2016/2017;Projektarbejde;Gruppearbejde;Selvstudie;Klasseundervisning;Forelæsninger;48;2016/2017
Jura;bach_samf;udb2-samfjura;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/samfundsvidenskabeligebacheloruddannelser/forvaltningmv/jura;70810;Jura,bach.;Jura;Universitetsuddannelser;Bacheloruddannelse;Advokat;Aalborg,København K,Odense M,Aarhus C,København K,Aarhus C;851,101,461,751,101,751;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;14,83;148,33;0;E2015/F2016;94,44;0;5,56;0;E2015/F2016;58,97;28,57;12,46;E2015/F2016;;;;;Ingen data;;Ingen data;;3;2 år og 10 måneder;288;2013-2015;10;2013-2015;378;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;3,8;91;2016/2017;3,56;91;2016/2017;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;4,39;76;2016/2017;3,86;90;2016/2017;;;Ingen data;;;Ingen data;3,86;91;2016/2017;4,22;91;2016/2017;111;30;4;28;7;20;76;2016/2017;4,09;90;2016/2017;;;;;Ingen data;4,35;91;2016/2017;4,51;91;2016/2017;3,45;88;2016/2017;3,88;91;2016/2017;3,78;87;2016/2017;Selvstudie;Forelæsninger;Klasseundervisning;Gruppearbejde;Projektarbejde;69;2016/2017
Kemi;bach_nat;udb2-natvidkemi;www.ug.dk/uddannelser/universitetsuddannelser/bacheloruddannelser/naturvidenskabeligebacheloruddannelser/matematikfysikkemiogdatalogi/kemi;81360;Kemi,bach.;Kemi;Universitetsuddannelser;Bacheloruddannelse;Chemistry,Chemistry;Aalborg,København K,Roskilde,Odense M,Aarhus C,København K;851,101,265,461,751,101;851446;Aalborg Universitet;9100;Aalborg;Aalborg Kommune;851;Aalborg Universitet - Aalborg;851416;86,67;69,33;28,17;E2015/F2016;88,89;0;11,11;0;E2015/F2016;93,83;5,11;1,06;E2015/F2016;;;;;Ingen data;;Ingen data;;2;2 år og 4 måneder;10;2013-2015;32;2013-2015;25;;;;;;;;;;Ingen data;;;;;;Ingen data;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;;Ingen data;;;Ingen data;;;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;Ingen data;;;;;;;Ingen data
